velocidade_linear,velocidade_angular,acceleração_linear,acceleração_angular,tempo
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:27
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:28
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:29
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:30
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:31
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:32
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:33
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:34
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:35
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:36
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:37
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
0.0,0.0,0,0,10:38:38
2.0,0.0,9999,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
2.0,0.0,0,0,10:38:38
